title,value,id,object
"Couple in Horse-Drawn Carriage on Street, Natchez, Mississippi",1935,Negative,278324
"Couple in Horse-Drawn Carriage on Street, Natchez, Mississippi",1935,Negative,278325
"Chevrolet Billboard, From Automobile, New Orleans, Louisiana",1935,Negative,278326
"Couple in Horse-Drawn Carriage on Street, Natchez, Mississippi",1935,Negative,278327
"Parked Cars and Flatbed Wagons in Front of Warehouse Buildings, Natchez, Mississippi",1935,Negative,278328
"Man with Clothesrack on Sidewalk, Natchez, Mississippi",1935,Negative,278329
"Man with Clothesrack on Sidewalk, Natchez, Mississippi",1935,Negative,278330
"Man with Clothesrack on Sidewalk, Natchez, Mississippi",1935,Negative,278331
"Man with Clothesrack on Sidewalk, Natchez, Mississippi",1935,Negative,278332
"Bystanders on Street Corner, Natchez, Mississippi",1935,Negative,278333
"Balconied House, from Automobile, New Orleans, Louisiana",1935,Negative,278334
"Greek Revival Doorway, New Orleans, Louisiana",1935,Negative,278335
"Greek Revival Doorway, New Orleans, Louisiana",1935,Negative,278336
"Greek Revival Doorway, New Orleans, Louisiana",1935,Negative,278337
"Street Corner, New Orleans, Louisiana",1935,Negative,278338
"Street Corner, New Orleans, Louisiana",1935,Negative,278339
"Observation Tower, Gulf Coast, Possibly Mississippi",1935,Negative,282137
"Steamboat Kurzweg, New Orleans, Louisiana",1935,Negative,282138
"Bystanders on Street Corner, Natchez, Mississippi",1935,Negative,284377
"Street Scene, Natchez, Mississippi",1935,Negative,284378
"Thirty-Eight 35mm Film Frames on Uncut Roll: New Orleans, Louisiana and Natchez, Mississippi",1935,Negative,717065
"Thirty-Seven 35mm Film Frames on Uncut Roll: New Orleans Vicinity, Louisiana",1935,Negative,719125
"Thirty-Four 35mm Film Frames on Uncut Roll: New Orleans Vicinity, Louisiana",1935,Negative,719127
"Observation Tower, Erected as Battlefield Monument, Vicksburg, Mississippi",1936,Negative,275549
"Wooden Houses with Pile of Bricks in Foreground, Tupelo, Mississippi",1936,Negative,275555
"Porch of Wooden House, Outskirts of Tupelo, Mississippi",1936,Negative,275560
"Porch of Wooden House with Buildings and Clotheslines in Distance, Outskirts of Tupelo, Mississippi",1936,Negative,275561
"Wooden Houses with Pile of Bricks in Foreground, Tupelo, Mississippi",1936,Negative,275563
"Shopfront Façade of Star Pressing Club Laundry, Vicksburg, Mississippi",1936,Negative,275569
"Shopfront Façade of Star Pressing Club Laundry, Vicksburg, Mississippi",1936,Negative,275571
"""Charles J. Miller"" Ferryboat with Men and Rowboats on Shore, Vicksburg, Mississippi",1936,Negative,275752
"Wooden Houses with Farm Buildings and Houses on Hillside in Distance, Outskirts of Tupelo, Mississippi",1936,Negative,275771
"Wooden Houses on Hillside, Outskirts of Tupelo, Mississippi",1936,Negative,275773
"Observation Tower, Erected as Battlefield Monument, Vicksburg, Mississippi",1936,Negative,275798
"Battlefield Monument for Seventy-Sixth Infantry, Vicksburg, Mississippi",1936,Negative,275813
"Observation Tower, Erected as Battlefield Monument, Vicksburg, Mississippi",1936,Negative,275823
"Observation Tower, Erected as Battlefield Monument, Vicksburg, Mississippi",1936,Negative,275824
"Man Next to Wooden Shack, Tupelo, Mississippi",1936,Negative,275827
"Battlefield Monument of Soldier with Upraised Flag, Vicksburg, Mississippi",1936,Negative,275831
"Battlefield Monument of Officer with Horse and Upraised Sword, Vicksburg, Mississippi",1936,Negative,275832
"Battlefield Monument of Officer with Hat and Sword, Vicksburg, Mississippi",1936,Negative,275833
"Battlefield Monument of Officer with Sword Over Knee, Vicksburg, Mississippi",1936,Negative,275834
"231 Portraits of Trucking Company Executives and Views from Train, Commissioned by Fortune Magazine for ""The Gentle Truckers"" and ""Along the Right of Way"", Published May and September 1950",1950,Negative,276688
"67 Portraits of Trucking Company Executives, Commissioned by Fortune Magazine for ""The Gentle Truckers"", Published May 1950",1950,Negatives,279130
"118 Views from Train, Commissioned by Fortune Magazine for ""Along the Right of Way"", Published September 1950",1950,Negative,279131
35 Views of Party with Singing,1961,Contact Sheet,283568
48 Views of Dupee House and Portraits of Family Members,1963,Negative,276772
Lane Divider,1974,Polaroid,280757
Street Arrow and Lane Dividers,1974,Polaroid,280759
"Five 35mm Film Frames: Subway Passengers, New York City: Young Man and Man Wearing Hat in Car Corner",1941,Negative,278776
"Four 35mm Film Frames: Subway Passengers, New York City: Woman with Hands Folded in Lap, Two Women, One Reading Book, Woman Reading Book, Man Reading Newspaper, Man with Hands Folded in Lap",1941,Negative,278781
"Five 35mm Film Frames: Subway Passengers, New York City: Men, Woman with Packages, Man in Cap",1941,Negative,278785
"Subway Passenger Reading Newspaper, New York City",1941,Negative,278790
"Subway Passenger with Newspaper on Lap, New York City",1941,Negative,278791
"Subway Passenger, New York City: Man",1941,Negative,278792
"Subway Passenger, New York City: Man",1941,Negative,278793
"Cut Fragment: Partial View of Subway Car, New York City",1941,Negative,278794
"Double Exposure of Subway Passengers, New York City",1941,Negative,278795
"Cut Fragment: Partial View of Subway Passenger, New York City",1941,Negative,278796
"Double Exposure of Subway Passengers, New York City",1941,Negative,278797
"Double Exposure of Subway Passengers, New York City",1941,Negative,278798
"Double Exposure of Subway Passengers, New York City",1941,Negative,278799
"Subway Passenger, New York City: Woman",1941,Negative,278800
"Subway Passenger, New York City: Man Reading Newspaper",1941,Negative,278801
"Subway Passenger, New York City: Man in Suit",1941,Negative,278802
"Subway Passenger, New York City: Man in Suit",1941,Negative,278803
"Subway Passenger, New York City: Man in Suit",1941,Negative,278804
"Subway Passenger, New York City: Sleeping Man with Clasped Hands",1941,Negative,278805
"Subway Passenger, New York City: Man",1941,Negative,278806
"Subway Passenger, New York City: Sleeping Man with Clasped Hands",1941,Negative,278807
"Subway Passenger, New York City: Man",1941,Negative,278808
"Cut Fragment: Partial View of Subway Tunnel, From Car Window, New York City",1941,Negative,278809
"Subway Passenger, New York City: Woman Reading Newspaper",1941,Negative,278813
"Cut Fragment: Partial View of Subway Tunnel, From Car Window, New York City",1941,Negative,278814
"Subway Passenger, New York City: Woman Reading Newspaper",1941,Negative,278815
"Subway Passenger, New York City: Woman Holding Newspaper",1941,Negative,278816
"Subway Passenger, New York City: Woman",1941,Negative,278817
"Subway Passenger, New York City: Man and Woman",1941,Negative,278818
"Subway Passenger, New York City",1941,Negative,278819
"Subway Passenger, New York City",1941,Negative,278820
"Cut Fragment: Partial View of Subway Passenger, New York City",1941,Negative,278821
"Subway Passenger, New York City: Man",1941,Negative,278822
"Cut Fragment: Partial View of Subway Passenger, New York City",1941,Negative,278823
"Subway Passenger, New York City: Man",1941,Negative,278824
"Subway Passenger, New York City: Man in Hat and Plaid Workcoat",1941,Negative,278825
"Subway Passenger, New York City: Man in Hat and Plaid Workcoat",1941,Negative,278826
"Subway Passengers, New York City: Man, Woman",1941,Negative,278827
"Subway Passengers, New York City: Man in Hat and Plaid Workcoat",1941,Negative,278828
"Subway Passengers, New York City: Man in Hat and Plaid Workcoat",1941,Negative,278829
Exposure Error,1941,Negative,278830
Cut Fragment: Exposure Error,1941,Negative,278831
"219 Views of Boston Architecture, Commissioned by Fortune for ""The Athenian Reach"", Published June 1964",1964,Negative,276708
"Seven Views of Boston Architecture, Commissioned by Fortune Magazine for ""The Athenian Reach"", Published June 1964",1964,Negative,279141
"Subway Passengers, New York City: Two Men in Suits",1941,Negative,278832
"Subway Passenger, New York City: Man in Suit and Hat",1941,Negative,278833
"Subway Passengers, New York City: Man in Suit and Hat, Woman",1941,Negative,278834
"Cut Fragment: Partial View of Subway Passengers, New York City",1941,Negative,278835
"Subway Passengers, New York City: Man in Suit, Older Woman",1941,Negative,278836
"Two Subway Passengers, New York City: Man in Suit, Older Woman",1941,Negative,278837
"Subway Car Interior, New York City",1941,Negative,278838
"Subway Car Interior, New York City",1941,Negative,278839
"Subway Car Interior, New York City",1941,Negative,278840
"Subway Passenger, New York City: Man Reading",1941,Negative,278841
"Subway Passenger, New York City: Man Reading",1941,Negative,278842
"Subway Passenger, New York City: Man Reading",1941,Negative,278843
"Subway Passenger, New York City: Man Reading",1941,Negative,278844
"Subway Passenger, New York City: Man in Suit",1941,Negative,278845
Window Display: Vase of Flowers and Loaf of Bread,1974,Polaroid,272164
Vase of Flowers and Loaf of Bread,1974,Polaroid,279666
"Metal Cigarette Advertisement: ""Camels""",1974,Polaroid,280243
Nancy Shaver in Front of Food Shop,1974,Polaroid,281156
"Strand Theater, Near Old Saybrook, Connecticut",1974,Polaroid,280043
"Strand Theater, Near Old Saybrook, Connecticut",1974,Polaroid,280045
"Strand Theater, Near Old Saybrook, Connecticut",1974,Polaroid,280046
Soundview Barber Shop (with Hot Coffee Sign in Front),1974,Polaroid,280516
Hot Coffee Sign,1974,Polaroid,280517
Hot Coffee Sign,1974,Polaroid,280518
Hot Coffee Sign,1974,Polaroid,280519
Hot Coffee Sign,1974,Polaroid,280520
"Subway Passenger, New York City: Man in Cap",1941,Negative,278846
"Subway Passenger, New York City: Man in Cap",1941,Negative,278847
"Subway Passenger, New York City: Man",1941,Negative,278848
"Subway Passenger, New York City: Man Reading Newspaper",1941,Negative,278849
"Subway Passenger, New York City: Women Reading",1941,Negative,278850
Jane Ninas,1941,Negative,278851
Jane Ninas,1941,Negative,278852
Jane Ninas,1941,Negative,278853
Jane Ninas,1941,Negative,278854
Jane Ninas,1941,Negative,278855
Jane Ninas,1941,Negative,278856
Jane Ninas,1941,Negative,278857
Jane Ninas,1941,Negative,278858
Jane Ninas,1941,Negative,278859
Jane Ninas,1941,Negative,278860
"Two 35mm Film Frames: Jane Ninas, Subway Passengers, New York City: Woman on Elevated Train",1941,Negative,278864
"Subway Passengers, New York City: Two Women in Fur Collars",1941,Negative,278866
"Subway Passengers, New York City: Woman in Fur Collar",1941,Negative,278867
"Subway Passengers, New York City: Woman in Fur Collar and Man with Package",1941,Negative,278868
"Subway Tunnel, From Car Window, New York City",1941,Negative,278869
"Subway Passengers, New York City: Woman with Package on Lap, Man",1941,Negative,278870
Subway Portrait,1941,Photograph,259976
"Subway Passenger, New York City: Old Woman",1941,Negative,278921
"Subway Passengers, New York City: Man in Hat, Old Woman",1941,Negative,278922
"Subway Passengers, New York City: Man in Hat, Old Woman",1941,Negative,278923
"Subway Passengers, New York City: Man in Hat, Old Woman",1941,Negative,278924
"Subway Passengers, New York City: Man in Hat, Old Woman",1941,Negative,278925
"Subway Passenger, New York City: Woman in Fur Collar with Package",1941,Negative,278926
"Subway Passenger Lying Across Seat, New York City",1941,Negative,278927
"Subway Passenger, New York City: Woman in Fur Collar Holding Package",1941,Negative,278928
"Subway Passenger, New York City: Elderly Man in Hat",1941,Negative,278929
"Subway Passenger, New York City: Man",1941,Negative,278930
"Subway Passengers, New York City: Woman, Man Beneath ""Lex Ave Local"" Sign",1941,Negative,278931
"Subway Passengers, New York City: Two Men in Conversation",1941,Negative,278932
"Subway Passengers, New York City: Two Men",1941,Negative,278933
"Subway Passengers, New York City: Two Men",1941,Negative,278934
"Subway Passengers, New York City: Woman Beneath ""City Hall"" Sign",1941,Negative,278935
"Subway Passengers, New York City: Woman, Man Reading Newspaper Beneath ""City Hall"" Sign",1941,Negative,278936
"Subway Passengers, New York City: Woman in Fur Collar, Man Reading Newspaper Beneath ""City Hall"" Sign",1941,Negative,278937
"Subway Passenger, New York City: Man in Cap Beneath ""Pelham Bay Park"" Sign",1941,Negative,278938
"Subway Passenger, New York City: Young Woman in Wool Coat Beneath ""Lex Ave Local"" Sign",1941,Negative,278939
"Subway Passenger, New York City: Two Women Beneath ""Lex Ave Local"" Sign",1941,Negative,278940
"Subway Passenger, New York City: Elderly Man in Hat",1941,Negative,278941
"Subway Passenger, New York City: Elderly Man in Hat Beneath ""City Hall"" Sign",1941,Negative,278942
"Cut Fragment of Subway Passenger, New York City: Elderly Man in Hat Beneath ""City Hall"" Sign",1941,Negative,278943
"Subway Passenger, New York City: Man in Derby",1941,Negative,278947
"Cut Fragment: Partial View of Subway Car, New York City",1941,Negative,278948
"Subway Passenger, New York City: Man in Cap and Scarf",1941,Negative,278949
"Subway Passenger, New York City: Man in Cap and Scarf",1941,Negative,278950
"Subway Passenger, New York City: Man in Hat Reading Newspaper",1941,Negative,278951
"Subway Passenger, New York City: Man in Hat",1941,Negative,278952
"Subway Passenger, New York City: Man in Hat",1941,Negative,278953
"Subway Passengers, New York City: Man in Hat Reading Book, Woman",1941,Negative,278954
Cut Fragment: Exposure Error,1941,Negative,278955
"Polkadot Dress in Carla Steiger's Room, Oberlin, Ohio",1974,Polaroid,279401
"Polkadot Dress in Carla Steiger's Room, Oberlin, Ohio",1974,Polaroid,279402
"Polkadot Dress in Carla Steiger's Room, Oberlin, Ohio",1974,Polaroid,279404
"Polkadot Dress in Carla Steiger's Room, Oberlin, Ohio",1974,Polaroid,279405
"Polkadot Dress in Carla Steiger's Room, Oberlin, Ohio",1974,Polaroid,279406
"Polkadot Dress in Carla Steiger's Room, Oberlin, Ohio",1974,Polaroid,279407
"Polkadot Dress in Carla Steiger's Room, Oberlin, Ohio",1974,Polaroid,279408
"Polkadot Dress in Carla Steiger's Room, Oberlin, Ohio",1974,Polaroid,279409
"Polkadot Dress in Carla Steiger's Room, Oberlin, Ohio",1974,Polaroid,279410
"Carla Steiger, Oberlin, Ohio",1974,Polaroid,281088
"Carla Steiger, Oberlin, Ohio",1974,Polaroid,281090
"Carla Steiger, Oberlin, Ohio",1974,Polaroid,281091
"Carla Steiger, Oberlin, Ohio",1974,Polaroid,281092
"Carla Steiger, Oberlin, Ohio",1974,Polaroid,281093
"Carla Steiger, Oberlin, Ohio",1974,Polaroid,281094
"Carla Steiger, Oberlin, Ohio",1974,Polaroid,281095
"Carla Steiger, Oberlin, Ohio",1974,Polaroid,281096
"Carla Steiger, Oberlin, Ohio",1974,Polaroid,281097
"Carla Steiger, Oberlin, Ohio",1974,Polaroid,281098
"Carla Steiger, Oberlin, Ohio",1974,Polaroid,281099
"Carla Steiger, Oberlin, Ohio",1974,Polaroid,281102
"Carla Steiger, Oberlin, Ohio",1974,Polaroid,281103
"Carla Steiger in Her Apartment, Oberlin, Ohio",1974,Polaroid,281104
"Carla Steiger Holding a White Dress, Oberlin, Ohio",1974,Polaroid,281105
"Carla Steiger in Her Apartment, Oberlin, Ohio",1974,Polaroid,281106
"Carla Steiger, Oberlin, Ohio",1974,Polaroid,281107
"Carla Steiger, Oberlin, Ohio",1974,Polaroid,281108
"Carla Steiger Seated on Her Bed, Oberlin, Ohio",1974,Polaroid,281109
"Carla Steiger Seated on Her Bed, Oberlin, Ohio",1974,Polaroid,281110
"Carla Steiger in Her Apartment, Oberlin, Ohio",1974,Polaroid,281111
"Carla Steiger in Fur Hat, Oberlin, Ohio",1974,Polaroid,281113
"Carla Steiger in Fur Hat, Oberlin, Ohio",1974,Polaroid,281114
"Carla Steiger, Oberlin, Ohio",1974,Polaroid,281115
"Subway Passenger, New York City: Man in Hat, Overcoat, and Eyeglasses",1941,Negative,278871
"Subway Passenger, New York City: Man in Hat, Overcoat, and Eyeglasses",1941,Negative,278872
"Subway Passenger, New York City: Woman with Eyes Closed",1941,Negative,278873
"Subway Passenger, New York City: Two Women",1941,Negative,278874
"Subway Passenger, New York City: Woman in Fur Coat",1941,Negative,278875
"Subway Passenger, New York City: Woman in Fur Collar",1941,Negative,278876
"Subway Passenger, New York City: Woman with Package",1941,Negative,278877
"Subway Passenger, New York City: Woman with Package",1941,Negative,278878
"Subway Passenger, New York City: Woman with Package",1941,Negative,278879
"Subway Passenger, New York City: Woman in Feathered Cap",1941,Negative,278880
"Subway Passenger, New York City: Woman in Feathered Cap",1941,Negative,278881
"Subway Passenger, New York City: Man in Hat and Scarf Reading Newspaper",1941,Negative,278882
"Subway Passengers, New York City: Man, Woman with Newspaper on Lap",1941,Negative,278883
"Subway Platform, From Car Window, New York City",1941,Negative,278884
"Subway Passengers, New York City: Two Women in Hats",1941,Negative,278885
"Subway Passengers, New York City: Two Women in Hats",1941,Negative,278886
"Subway Passengers, New York City: Two Women in Hats",1941,Negative,278887
"Subway Passengers, New York City: Two Women in Hats",1941,Negative,278888
"Subway Passengers, New York City: Two Women in Hats",1941,Negative,278889
"Subway Passengers, New York City: Two Women in Hats",1941,Negative,278890
"Subway Passengers, New York City: Two Women in Hats",1941,Negative,278891
"Subway Passengers, New York City: Two Women in Hats",1941,Negative,278892
"Subway Passengers, New York City: Two Women in Hats",1941,Negative,278893
"Subway Passenger, New York City: Man in Hat and Scarf",1941,Negative,278894
"Subway Passenger, New York City: Woman in Bonnet",1941,Negative,278895
"Subway Passengers, New York City: Three Women in Conversation",1941,Negative,278896
"Subway Passengers, New York City: Three Women in Conversation",1941,Negative,278897
"Subway Passengers, New York City: Two Women",1941,Negative,278898
"Subway Passengers, New York City: Two Women",1941,Negative,278899
"Subway Passenger, New York City: Man in Cap",1941,Negative,278900
"Subway Passenger, New York City: Woman in Hat and Fur Collar",1941,Negative,278901
"Subway Passenger, New York City: Man in Hat",1941,Negative,278902
"Subway Passenger, New York City: Man in Hat",1941,Negative,278903
"Subway Passengers, New York City: Man in Hat Next to Woman",1941,Negative,278904
"Subway Passenger, New York City: Man in Hat",1941,Negative,278905
"Subway Passenger, New York City: Man in Hat",1941,Negative,278906
"Alice Morris, New York City",1941,Negative,278910
"Alice Morris, New York City",1941,Negative,278911
"Alice Morris, New York City",1941,Negative,278912
"Alice Morris, New York City",1941,Negative,278913
"Alice Morris, New York City",1941,Negative,278914
"Alice Morris, New York City",1941,Negative,278915
"Alice Morris, New York City",1941,Negative,278916
"One 35mm Film Frame: Alice Morris and Jane Ninas, New York City",1941,Negative,278917
"Alice Morris and Jane Ninas, New York City",1941,Negative,278918
"Alice Morris and Jane Ninas, New York City",1941,Negative,278919
"Alice Morris and Jane Ninas, New York City",1941,Negative,278920
"Coffee Shop Menu, Ohio (See T.252-7)",1974,Polaroid,279766
"Joan Stiles, Oberlin College",1974,Polaroid,281081
"Joan Stiles, Oberlin College",1974,Polaroid,281082
"Joan Stiles, Oberlin College",1974,Polaroid,281083
"Joan Stiles, Oberlin College",1974,Polaroid,281084
"David Kulik, Oberlin, Ohio",1974,Polaroid,281416
"Living Room of Walker Evans's Apartment, 441 East 92nd Street, New York City",1938,Negative,274030
"Living Room of Walker Evans's Apartment, 441 East 92nd Street, New York City",1938,Negative,274031
"Living Room of Walker Evans's Apartment, 441 East 92nd Street, New York City",1938,Negative,274032
"Living Room of Walker Evans's Apartment, 441 East 92nd Street, New York City",1938,Negative,274033
"Living Room of Walker Evans's Apartment, 441 East 92nd Street, New York City",1938,Negative,274034
"Living Room of Walker Evans's Apartment, 441 East 92nd Street, New York City",1938,Negative,274035
"Fred Bidwell, Oberlin, Ohio",1974,Polaroid,281417
"Fred Bidwell, Oberlin, Ohio",1974,Polaroid,281418
Fake Fruit Still Life,1974,Polaroid,272177
Plastic Fruit Display on Doilies,1974,Polaroid,279539
Plastic Fruit Display on Doilies,1974,Polaroid,279540
"Table in Coffee Shop, Ohio",1974,Polaroid,279767
"Karen, Worker in Coffee Shop",1974,Polaroid,280937
"Karen, Worker in Coffee Shop",1974,Polaroid,280938
"Karen, Worker in Coffee Shop",1974,Polaroid,280939
"Karen, Worker in Coffee Shop",1974,Polaroid,280940
"Karen, Worker in Coffee Shop",1974,Polaroid,280941
Karen with Coffee Pot,1974,Polaroid,280942
"Shadow Self-Portrait (Right Profile), Juan-les-Pins, France",1927,Negative,272267
"Shadow Self-Portrait, Juan-les-Pins, France",1927,Negative,272278
"Shadow Self-Portrait (Right Profile, Wearing Hat), Juan-les-Pins, France",1927,Negative,272289
"Shadow Self-Portrait (Left Profile, Wearing Hat), Juan-Les-Pins, France",1927,Negative,282087
"Shadow Self-Portrait (Left Profile, Wearing Hat and Holding Cigarette), Juan-les-Pins, France",1927,Negative,282088
"Shadow Self-Portrait (Right Profile), Juan-les-Pins, France",1927,Negative,282089
"Paul Grotz (Lost Profile), Columbia Heights, Brooklyn, New York",1929,Photograph,282846
"""Margaret"" Funerary Monument of Woman Seated in Chair with Putto, New Orleans, Louisiana",1936,Negative,275538
"Trees, Gulf Coast, Louisiana",1936,Negative,275541
"Trees, Gulf Coast, Louisiana",1936,Negative,275542
"Trees, Gulf Coast, Louisiana",1936,Negative,275543
"Trees, Gulf Coast, Louisiana",1936,Negative,275544
"Folk Victorian House, Family Summer Residence of Christine Fairchild, Waveland, Mississippi",1936,Negative,275554
"Folk Victorian House, Family Summer Residence of Christine Fairchild, Waveland, Mississippi",1936,Negative,275562
"Trees, Gulf Coast, Louisiana",1936,Negative,275672
"""Margaret Statue"" Monument of Woman Seated in Chair with Putto, New Orleans, Louisiana",1936,Negative,275800
"Garage Mechanic, New Orleans, Louisiana",1936,Negative,275815
"Trees, Gulf Coast, Louisiana",1936,Negative,275826
"Furrier Store Sign, Harlem, New York City",1939,Negative,274046
"Furrier Store Sign, Harlem, New York City",1939,Negative,274048
"34 Portraits of Mary Frank, New York City",1957,Negative,283520
"131 Portraits of Isabelle Evans and Family at the Boeschenstein Home, Berne, Switzerland",1965,Negative,283593
35 Portraits of Young Boy: Alexander Hale,1967,Negative,283555
"154 Portraits of the Family of Isabelle Boeschenstein Evans and Architectural Views, Berne, Switzerland--NEGATIVES .103-.118 ARE DAMAGED",1967,Negative,283601
"Six Portraits of Isabelle Boeschenstein Evans and Others and Architectural Studies of Her Family Home, Berne, Switzerland",1967,Photograph,284812
"Graffitied Rock, Oberlin, Ohio",1974,Polaroid,279690
"Graffitied Rock, Oberlin, Ohio",1974,Polaroid,279691
"Graffitied Rock, Oberlin, Ohio",1974,Polaroid,279693
"Graffitied Rock, Oberlin, Ohio",1974,Polaroid,279694
"Graffitied Rock, Oberlin, Ohio",1974,Polaroid,279695
"Graffitied Rock, Oberlin, Ohio",1974,Polaroid,279696
"Graffitied Rock, Oberlin, Ohio",1974,Polaroid,279697
"Su Friedrich, Oberlin College",1974,Polaroid,281074
"Su Friedrich, Oberlin College",1974,Polaroid,281075
"Su Friedrich, Oberlin College",1974,Polaroid,281076
"Su Friedrich, Oberlin College",1974,Polaroid,281077
"Su Friedrich, Oberlin College",1974,Polaroid,281079
"Su Friedrich, Oberlin College",1974,Polaroid,281080
"Alison Kay Adams, Oberlin College",1974,Polaroid,281085
"Alison Kay Adams, Oberlin College",1974,Polaroid,281086
"Alison Kay Adams, Oberlin College",1974,Polaroid,281087
Oberlin College Student?,1974,Polaroid,281118
"Yale Students in Walker Evans's Living Room, Old Lyme, Connecticut: Liz Lesy, Ellen Rosenman, and William Ferris",1974,Polaroid,281454
"Yale Students in Walker Evans's Living Room, Old Lyme, Connecticut: Liz Lesy, Michael Lesy, Ellen Rosenman, William Ferris, and Jerry Thompson",1974,Polaroid,281455
"Yale Students in Walker Evans's Living Room, Old Lyme, Connecticut: Liz Lesy, Michael Lesy, Ellen Rosenman, William Ferris, and Jerry Thompson",1974,Polaroid,281457
"Yale Students in Walker Evans's Living Room, Old Lyme, Connecticut: Liz Lesy, Michael Lesy, Ellen Rosenman, William Ferris, and Jerry Thompson",1974,Polaroid,281458
"Yale Students in Walker Evans's Living Room, Old Lyme, Connecticut: Liz Lesy,  Ellen Rosenman, and William Ferris",1974,Polaroid,281459
"Yale Students in Walker Evans's Living Room, Old Lyme, Connecticut: Liz Lesy, Michael Lesy, Ellen Rosenman, William Ferris, and Jerry Thompson",1974,Polaroid,281460
"Yale Students in Walker Evans's Living Room, Old Lyme, Connecticut: Liz Lesy, Michael Lesy, Ellen Rosenman, William Ferris, and Jerry Thompson",1974,Polaroid,281461
"Yale Students in Walker Evans's Living Room, Old Lyme, Connecticut: Liz Lesy, Michael Lesy, Ellen Rosenman, William Ferris, and Jerry Thompson",1974,Polaroid,281462
"Yale Students in Walker Evans's Living Room, Old Lyme, Connecticut: Liz Lesy, Michael Lesy, Ellen Rosenman, William Ferris, and Jerry Thompson",1974,Polaroid,281463
"Yale Students in Walker Evans's Living Room, Old Lyme, Connecticut: Liz Lesy, Michael Lesy, Ellen Rosenman, and William Ferris",1974,Polaroid,281464
"Yale Students in Walker Evans's Living Room, Old Lyme, Connecticut: Liz Lesy, Michael Lesy, Ellen Rosenman, and William Ferris",1974,Polaroid,281465
"Yale Students in Walker Evans's Living Room, Old Lyme, Connecticut: Liz Lesy, Ellen Rosenman, and William Ferris",1974,Polaroid,281466
"William Earle Williams, Oberlin, Ohio",1974,Polaroid,281419
"William Earle Williams, Oberlin, Ohio",1974,Polaroid,281420
"Subway Passenger, New York City: Man in Hat and Overcoat",1941,Negative,278956
"Subway Passenger, New York City: Man in Hat and Overcoat",1941,Negative,278957
"Subway Passenger, New York City: Man in Hat and Overcoat",1941,Negative,278958
"""Lex Ave Local"" Sign in Subway Car, New York City",1941,Negative,278959
"Subway Passengers, New York City: Man, Woman",1941,Negative,278960
"Subway Passengers, New York City: Man, Woman",1941,Negative,278961
"Subway Passenger, New York City: Man in Hat and Overcoat",1941,Negative,278962
"Subway Passenger, New York City: Older Man in Hat with Hands Folded in Lap",1941,Negative,278963
"Subway Passenger, New York City: Older Man in Hat",1941,Negative,278964
"Subway Passenger, New York City: Older Man in Hat",1941,Negative,278965
"Subway Passenger, New York City: Woman in Headscarf and Fur Collar",1941,Negative,278966
"Subway Passenger, New York City: Woman in Headscarf and Fur Collar",1941,Negative,278967
"Subway Passenger, New York City: Woman in Headscarf and Fur Collar",1941,Negative,278968
"Subway Passenger, New York City: Woman in Headscarf and Fur Collar",1941,Negative,278969
"Subway Passenger, New York City: Woman in Headscarf and Fur Collar",1941,Negative,278970
"Subway Passenger, New York City: Woman in Black Bonnet",1941,Negative,278971
"Subway Passenger, New York City: Woman in Black Bonnet",1941,Negative,278972
"Subway Passenger, New York City: Woman in Black Bonnet",1941,Negative,278973
"Subway Passenger, New York City: Woman in Black Bonnet",1941,Negative,278974
"Subway Passenger, New York City: Woman in Black Bonnet",1941,Negative,278975
"Subway Passenger, New York City: Woman in Black Bonnet",1941,Negative,278976
"Subway Passenger, New York City: Mother with Child on Lap",1941,Negative,278977
"Subway Passenger, New York City: Mother with Child on Lap",1941,Negative,278978
"Subway Passenger, New York City: Mother with Child on Lap",1941,Negative,278979
"Cut Fragment: Partial View of Subway Car Interior, New York City",1941,Negative,278981
"Five 35mm Film Frames: Subway Passengers, Times Square Shuttle, New York City: Boy in Coat and Hat, Man in Hat and Scarf, Man Reading Newspaper, Two Women in Conversation",1941,Negative,279084
"Five 35mm Film Frames: Subway Passengers, Times Square Shuttle, New York City: Two Women in Conversation, Two Men BeneathShuttle Sign, Woman in Face-Veiled Hat and Boy",1941,Negative,279089
"Five 35mm Film Frames: Subway Passengers, Times Square Shuttle, New York City: Man, Woman in Face-Veiled Hat, Couple in Conversation",1941,Negative,279094
"Five 35mm Film Frames: Subway Passengers, Times Square Shuttle, New York City: Man with Eyes Shut, Young Woman in Hat Seated Between Two Men, Old Woman in Hat and Spectacles",1941,Negative,279099
"Two 35mm Film Frames: Subway Passengers, Times Square Shuttle, New York City: Old Woman Wearing Hat and Spectacles; Light Through Subway Grating",1941,Negative,279104
"Five 35mm Film Frames: Subway Passengers, Times Square Shuttle, New York City: Woman in Fur Hat and Coat, Man in Cap, Women in Hats",1941,Negative,279106
"Subway Passengers, New York City: Man Reading Newspaper, Woman Beneath ""City Hall"" Sign",1941,Negative,278980
"Subway Passengers, New York City: Two Women in Headscarfs",1941,Negative,278982
"Subway Passengers, New York City: Two Women in Headscarfs",1941,Negative,278983
"Subway Passengers, New York City: Two Women in Headscarfs",1941,Negative,278984
"Five 35mm Film Frames: Subway Passengers, New York City: Woman in Hat and Scarf, Older Woman and Girl, Woman in Headscarf, Man in Hat Holding Newspaper",1941,Negative,278989
"Two 35mm Film Frames: Subway Passengers, New York City: Woman, Man Reading, Older Woman in Flowered Hat",1941,Negative,278994
